screen_name,tweet,source,reply,is_quote,favorite_count,retweet_count,hashtags,contain_url,contain_media,mention,lang,have_coordinate,name,use_location,have_description,have_url_17,followers_count,friends_count,friend_ratio,listed_count,statuses_count,favourites_count,account_created_at,verified,have_url_26,account_lang,use_banner,status
choiis_,"Truk Pengangkut Pasir di Lumajang dinilai mengakibatkan jalan rusak, kemacetan, hingga kecelakaan. Apa yang sebaiknya pemerintah lakukan ? #lumajang #pilpres2019 @lumajang_kab",Twitter for Android,FALSE,FALSE,0,0,lumajang pilpres2019,FALSE,FALSE,TRUE,in,FALSE,Fahmi Amrullah Chois,FALSE,TRUE,FALSE,179,161,1.1118012422360248,1,1751,112,2011-11-25T07:13:52Z,FALSE,FALSE,id,TRUE,Suspicious
SekKepung_Kdr,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/UGpjEab7G3",Instagram,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,TRUE,FALSE,FALSE,und,FALSE,Polsek Kepung,TRUE,TRUE,FALSE,178,21,8.476190476190476,0,4284,3,2017-07-20T07:46:06Z,FALSE,FALSE,id,TRUE,Suspicious
SekKepung_Kdr,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/2ctU8jcV88",Instagram,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,TRUE,FALSE,FALSE,und,FALSE,Polsek Kepung,TRUE,TRUE,FALSE,178,21,8.476190476190476,0,4284,3,2017-07-20T07:46:06Z,FALSE,FALSE,id,TRUE,Suspicious
detikcom,Sempat muncul isu liar terkait Pemilu 2019 yang menyebutkan Basuki Tjahaja Purnama (BTP) alias Ahok akan menggantikan @KHMarufAmin_ bila terpilih nanti. Apa kata Ma'ruf? #pilpres2019 #marufamin #ahok  https://t.co/d0goaeF4Ju,Echobox Social,FALSE,FALSE,19,5,pilpres2019 marufamin ahok,TRUE,FALSE,TRUE,in,FALSE,detikcom,TRUE,TRUE,TRUE,15016132,28,536290.4285714285,13311,1459891,35,2009-08-27T03:03:05Z,TRUE,TRUE,en,TRUE,Suspicious
detikcom,"Amien Rais sebut banyak jin, genderuwo dan hacker di hotel Borobudur. Menurut pihak manajemen, pernyataan Amien tak berdasar. Apa penjelasan manajemen hotel? #amienrais #pilpres2019 #hotelborobudur  https://t.co/meyajDjj3r",Echobox Social,FALSE,FALSE,159,69,amienrais pilpres2019 hotelborobudur,TRUE,FALSE,FALSE,in,FALSE,detikcom,TRUE,TRUE,TRUE,15016132,28,536290.4285714285,13311,1459891,35,2009-08-27T03:03:05Z,TRUE,TRUE,en,TRUE,Suspicious
hitakus,"<U+0001F469>: Eh, #pilpres2019 ini menurut lo siapa nih yang bakal jadi?
<U+0001F468> : Jokowi Amin
<U+0001F469> : Iyaa, Amin.. Gue juga maunya itu.
<U+0001F468> : ...

#01JokowiAmin 
#WakilAdalahDoa",Twitter for Android,FALSE,FALSE,0,0,pilpres2019 01JokowiAmin WakilAdalahDoa,FALSE,FALSE,FALSE,in,FALSE,PRHTK,FALSE,TRUE,FALSE,26,57,0.45614035087719296,0,60,4,2014-10-20T02:04:37Z,FALSE,FALSE,id,TRUE,Human
Iwanone,Dapatkah diterbitkan Fatwa tentang  janji Pileg/Pilpres/Pilkada/Pilkades yang tidak ditepati? #pilpres2019 #Pileg2019,Twitter Web App,FALSE,FALSE,0,0,pilpres2019 Pileg2019,FALSE,FALSE,FALSE,in,FALSE,Iwan Nazirwan,TRUE,TRUE,TRUE,77,104,0.7403846153846154,16,453,31,2009-02-28T02:47:10Z,FALSE,TRUE,en,TRUE,Bot
OPINI_id,"Tapi aneh juga sih gelar-gelaran kayak gini, gak penting lah. Yang penting gelar tiker yuk ngeBOTRAM ---&gt;https://t.co/2k4ZnPAtcc

}---&gt; #Jokowi #SandiagaUno #Pilpres2019 #OpiniStories",Socialbakers,FALSE,FALSE,1,0,Jokowi SandiagaUno Pilpres2019 OpiniStories,TRUE,FALSE,FALSE,in,FALSE,OPINI.ID,TRUE,TRUE,TRUE,92894,125,743.152,157,12160,3051,2011-08-21T13:19:39Z,TRUE,TRUE,en,TRUE,Bot
SekKepung_Kdr,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/MUANUrlKup",Instagram,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,TRUE,FALSE,FALSE,und,FALSE,Polsek Kepung,TRUE,TRUE,FALSE,178,21,8.476190476190476,0,4284,3,2017-07-20T07:46:06Z,FALSE,FALSE,id,TRUE,Suspicious
raffelino,@republikaonline Sudah pasti kami urang minang pasti pilih #PrabowoDanSandiPilihanRakyat #pilpres2019 #Pemilu2019,Twitter for Android,TRUE,FALSE,0,0,PrabowoDanSandiPilihanRakyat pilpres2019 Pemilu2019,FALSE,FALSE,TRUE,in,FALSE,Raffelino,TRUE,TRUE,FALSE,268,426,0.6291079812206573,0,3380,407,2010-06-07T13:51:23Z,FALSE,FALSE,id,TRUE,Human
Kampret90998504,"Bersama 01 indonesia maju
#Pilpres2019",Twitter for Android,FALSE,FALSE,0,0,Pilpres2019,FALSE,FALSE,FALSE,in,FALSE,Kampret,FALSE,FALSE,FALSE,14,3,4.666666666666667,0,281,154,2019-02-26T07:13:33Z,FALSE,FALSE,id,FALSE,Bot
detikcom,Cawapres @sandiuno dan TKN Joko Widodo (Jokowi)-Ma'ruf Amin terlibat jual beli pantun pedas. Seperti apa? #pilpres2019 #jokowi #sandiaga  https://t.co/TKVkR5BPkY,Echobox Social,FALSE,FALSE,5,1,pilpres2019 jokowi sandiaga,TRUE,FALSE,TRUE,in,FALSE,detikcom,TRUE,TRUE,TRUE,15016132,28,536290.4285714285,13311,1459891,35,2009-08-27T03:03:05Z,TRUE,TRUE,en,TRUE,Suspicious
detikcom,"""Jangan lupa, saya ingatkan tanggal 17 April itu kita pakai baju putih. Karena yang mau dicoblos nanti bajunya putih, karena kita adalah putih,"" kata @jokowi. #pilpres2019 #jokowi  https://t.co/RxvT8SDCxX",Echobox Social,FALSE,FALSE,256,41,pilpres2019 jokowi,TRUE,FALSE,TRUE,in,FALSE,detikcom,TRUE,TRUE,TRUE,15016132,28,536290.4285714285,13311,1459891,35,2009-08-27T03:03:05Z,TRUE,TRUE,en,TRUE,Suspicious
Bisniscom,"Gaya Jokowi dalam menyapa warga saat kampanye di Dumai jadi sorotan. #pilpres2019 #kampanyeterbuka
https://t.co/qQhkxZLFab",TweetDeck,FALSE,FALSE,0,0,pilpres2019 kampanyeterbuka,TRUE,FALSE,FALSE,in,FALSE,Bisnis.com,TRUE,TRUE,TRUE,967927,46,21041.891304347828,1117,1082859,295,2010-03-01T09:56:53Z,TRUE,TRUE,en-gb,TRUE,Suspicious
detikcom,"Capres @prabowo dipeluk emak-emak yang naik ke atas panggung kampanyenya di Mataram, NTB. Seperti apa ceritanya? #pilpres2019 #prabowo  https://t.co/9ZNIszBt5w",Echobox Social,FALSE,FALSE,146,31,pilpres2019 prabowo,TRUE,FALSE,TRUE,in,FALSE,detikcom,TRUE,TRUE,TRUE,15016132,28,536290.4285714285,13311,1459891,35,2009-08-27T03:03:05Z,TRUE,TRUE,en,TRUE,Suspicious
Lohmenz,"#IndonesiaCallsObserver #IndonesiaCallsCarterCenter #JokowiCintaAceh #JokowiAmin #PrabowoMenyapaBaliDanNTB #PrabowoKalah #PrabowoJumatanDimana #pilpres2019 

https://t.co/HHGnA2Pgtf",Twitter Web Client,FALSE,FALSE,0,0,IndonesiaCallsObserver IndonesiaCallsCarterCenter JokowiCintaAceh JokowiAmin PrabowoMenyapaBaliDanNTB PrabowoKalah PrabowoJumatanDimana pilpres2019,TRUE,FALSE,FALSE,und,FALSE,Lohmenz Neinjelen,TRUE,FALSE,TRUE,199,200,0.995,6,2650,5,2011-01-01T16:02:19Z,FALSE,TRUE,id,TRUE,Bot
